Sign_ID,Unnamed: 0,ID,Easting,Northing,Altitude,Retro,Angle,Distance,UTC,Long,Lat,Pic
1,87812.0,16208453.0,754988.305,3741747.213,300.933,0.816,0.34591,15.133,62422.234879999996,-84.246148891,33.785184309,10304
1,87813.0,16208454.0,754988.303,3741747.195,300.775,0.812,0.33562,15.097999999999999,62422.23491,-84.24614892,33.78518415,10304
1,87928.0,16208569.0,754988.461,3741747.391,302.421,0.792,0.44864,15.231,62422.24786,-84.24614715199999,33.785185876,10304
1,87929.0,16208570.0,754988.46,3741747.378,302.254,0.792,0.43836,15.173,62422.24789,-84.246147171,33.785185756,10304
1,87930.0,16208571.0,754988.458,3741747.36,302.091,0.784,0.42807,15.122,62422.24793,-84.24614719899999,33.785185595,10304
1,87931.0,16208572.0,754988.457,3741747.347,301.927,0.792,0.41778999999999994,15.067,62422.24796,-84.246147216,33.785185484,10304
1,87932.0,16208573.0,754988.456,3741747.336,301.764,0.788,0.4075,15.013,62422.247989999996,-84.24614723,33.785185383000005,10304
1,87933.0,16208574.0,754988.454,3741747.318,301.604,0.796,0.39721999999999996,14.968,62422.24802000001,-84.24614725800001,33.785185224,10304
1,87934.0,16208575.0,754988.448,3741747.282,301.453,0.816,0.38693,14.945,62422.248060000005,-84.246147326,33.785184899,10304
1,87935.0,16208576.0,754988.448,3741747.277,301.29,0.824,0.37665,14.89,62422.24809,-84.246147327,33.785184854,10304
1,87936.0,16208577.0,754988.447,3741747.262,301.132,0.831,0.36635999999999996,14.847999999999999,62422.248120000004,-84.24614735,33.785184718000004,10304
